hotspot,date,gw_anomaly,n_stations
H004,2023-10-29,0.053124999999999645,4
H004,2023-10-30,-0.058125000000001315,4
H004,2023-10-31,-0.005625000000001101,4
H004,2023-11-01,-0.14637499999999903,4
H004,2023-11-02,-0.07512499999999989,4
H004,2023-11-03,-0.16537499999999916,4
H004,2023-11-04,-0.05962500000000048,4
H004,2023-11-05,-0.14187500000000242,4
H004,2023-11-06,-0.08037500000000009,4
H004,2023-11-07,-0.12162500000000165,4
H004,2023-11-08,-0.001875000000000071,4
H004,2023-11-09,-0.11612500000000114,4
H004,2023-11-10,0.007624999999999105,4
H004,2023-11-11,-0.10412500000000158,4
H004,2023-11-12,-0.04612500000000175,4
H004,2023-11-13,-0.13962500000000055,4
H004,2023-11-14,-0.03437500000000249,4
H004,2023-11-15,-0.12112500000000104,4
H004,2023-11-16,0.005124999999998714,4
H004,2023-11-17,-0.2192500000000006,3
H004,2023-11-18,-0.01774999999999949,3
H004,2023-11-19,-0.1877500000000012,3
H004,2023-11-20,0.026624999999999233,4
H004,2023-11-21,-0.02137500000000081,4
H004,2023-11-22,0.026125000000000398,4
H004,2023-11-23,-0.040124999999999744,4
H004,2023-11-24,0.03262500000000035,4
H004,2023-11-25,-0.03712500000000052,4
H004,2023-11-26,0.034374999999998934,4
H004,2023-11-27,-0.0021250000000012648,4
H004,2023-11-28,0.04187499999999922,4
H004,2023-11-29,-0.041375000000000384,4
H004,2023-11-30,0.031124999999999403,4
H004,2023-12-01,-0.044624999999999915,4
H004,2023-12-02,0.006874999999999076,4
H004,2023-12-03,-0.06687499999999957,4
H004,2023-12-04,-0.010875000000000412,4
H004,2023-12-05,-0.0683750000000014,4
H004,2023-12-06,-0.0031250000000015987,4
H004,2023-12-07,-0.0728749999999998,4
H004,2023-12-08,-0.0046250000000016556,4
H004,2023-12-09,-0.07487500000000225,4
H004,2023-12-10,-0.023875000000000313,4
H004,2023-12-11,-0.07387500000000102,4
H004,2023-12-12,-0.011125000000001606,4
H004,2023-12-13,-0.06512500000000188,4
H004,2023-12-14,-0.022375000000001144,4
H004,2023-12-15,-0.08737499999999976,4
H004,2023-12-16,-0.010625000000000995,4
H004,2023-12-17,-0.06737500000000018,4
H004,2023-12-18,-0.033875000000001876,4
H004,2023-12-19,-0.07712499999999967,4
H004,2023-12-20,-0.03062500000000057,4
H004,2023-12-21,-0.07762500000000117,4
H004,2023-12-22,-0.020250000000000323,4
H004,2023-12-23,-0.06737500000000018,4
H004,2023-12-24,-0.0485000000000011,4
H004,2023-12-25,-0.05250000000000066,4
H004,2023-12-26,-0.04525000000000157,4
H004,2023-12-27,-0.05499999999999927,4
H004,2023-12-28,-0.02725000000000044,4
H004,2023-12-29,-0.03312500000000185,4
H004,2023-12-30,-0.01850000000000085,4
H004,2023-12-31,-0.060875000000000234,4
H004,2024-01-01,-0.03200000000000047,4
H004,2024-01-02,-0.15287500000000165,4
H004,2024-01-03,-0.06162500000000026,4
H004,2024-01-04,-0.16837500000000016,4
H004,2024-01-05,-0.10937500000000178,4
H004,2024-01-06,-0.11112499999999947,4
H004,2024-01-07,-0.09987500000000082,4
H004,2024-01-08,-0.18912500000000065,4
H004,2024-01-09,-0.07162500000000094,4
H004,2024-01-10,-0.1308750000000014,4
H004,2024-01-11,-0.07962500000000006,4
H004,2024-01-12,-0.14437499999999925,4
H004,2024-01-13,-0.15137499999999982,4
H004,2024-01-14,-0.1746250000000007,4
H004,2024-01-15,-0.1226250000000011,4
H004,2024-01-16,-0.16237500000000082,4
H004,2024-01-17,-0.10387500000000038,4
H004,2024-01-18,-0.18787500000000001,4
H004,2024-01-19,-0.14162499999999945,4
H004,2024-01-20,-0.20137500000000053,4
H004,2024-01-21,-0.1566250000000009,4
H004,2024-01-22,-0.2056249999999995,4
H004,2024-01-23,-0.14512500000000106,4
H004,2024-01-24,-0.19587500000000002,4
H004,2024-01-25,-0.15125000000000144,4
H004,2024-01-26,-0.21062500000000028,4
H004,2024-01-27,-0.1563750000000006,4
H004,2024-01-28,-0.20912500000000112,4
H004,2024-01-29,-0.14787500000000087,4
H004,2024-01-30,-0.20437500000000064,4
H004,2024-01-31,-0.15087500000000098,4
H004,2024-02-01,-0.15512500000000085,4
H004,2024-02-02,-0.14300000000000135,4
H004,2024-02-03,-0.15462499999999935,4
H004,2024-02-04,0.0060000000000006715,4
H004,2024-02-05,-0.05312500000000142,4
H004,2024-02-06,-0.03525000000000067,4
H004,2024-02-07,-0.10762500000000141,4
H004,2024-02-08,-0.013750000000000817,4
H004,2024-02-09,-0.07112500000000033,4
H004,2024-02-10,-0.04137500000000216,4
H004,2024-02-11,-0.11312500000000014,4
H004,2024-02-12,-0.0736250000000016,4
H004,2024-02-13,-0.14487500000000075,4
H004,2024-02-14,-0.10387500000000216,4
H004,2024-02-15,-0.18912500000000154,4
H004,2024-02-16,-0.1618750000000011,4
H004,2024-02-17,-0.19912500000000222,4
H004,2024-02-18,-0.1328750000000003,4
H004,2024-02-19,-0.19462500000000027,4
H004,2024-02-20,-0.10312500000000036,4
H004,2024-02-21,-0.16437499999999972,4
H004,2024-02-22,-0.12637499999999946,4
H004,2024-02-23,-0.2218750000000025,4
H004,2024-02-24,-0.16737499999999983,4
H004,2024-02-25,-0.22337500000000077,4
H004,2024-02-26,-0.17812500000000142,4
H004,2024-02-27,-0.24737500000000168,4
H004,2024-02-28,-0.17912499999999998,4
H004,2024-02-29,-0.22537500000000144,4
H004,2024-03-01,-0.1593750000000016,4
H004,2024-03-02,-0.20212500000000055,4
H004,2024-03-03,-0.13412499999999916,4
H004,2024-03-04,-0.23537499999999945,4
H004,2024-03-05,-0.21062500000000206,4
H004,2024-03-06,-0.26112499999999983,4
H004,2024-03-07,-0.20012500000000166,4
H004,2024-03-08,-0.3088749999999987,4
H004,2024-03-09,-0.22675000000000134,4
H004,2024-03-10,-0.3148750000000007,4
H004,2024-03-11,-0.29087500000000066,4
H004,2024-03-12,-0.36837499999999945,4
H004,2024-03-13,-0.3206250000000015,4
H004,2024-03-14,-0.3698749999999986,4
H004,2024-03-15,-0.2516249999999989,4
H004,2024-03-16,-0.2631250000000005,4
H004,2024-03-17,-0.2060000000000004,4
H004,2024-03-18,-0.3236250000000016,4
H004,2024-03-19,-0.2313749999999999,4
H004,2024-03-20,-0.30612500000000065,4
H004,2024-03-21,-0.26537500000000147,4
H004,2024-03-22,-0.35287499999999916,4
H004,2024-03-23,-0.31662500000000016,4
H004,2024-03-24,-0.3913750000000018,4
H004,2024-03-25,-0.4296250000000015,4
H004,2024-03-26,-0.39987500000000153,4
H004,2024-03-27,-0.35062500000000085,4
H004,2024-03-28,-0.4426250000000014,4
H004,2024-03-29,-0.38712500000000105,4
H004,2024-03-30,-0.5603750000000005,4
H004,2024-03-31,-0.5173749999999995,4
H004,2024-04-01,-0.6648750000000003,4
H004,2024-04-02,-0.5278750000000016,4
H004,2024-04-03,-0.6521250000000007,4
H004,2024-04-04,-0.49837500000000023,4
H004,2024-04-05,-0.6613750000000014,4
H004,2024-04-06,-0.5033750000000001,4
H004,2024-04-07,-0.640625,4
H004,2024-04-08,-0.5106250000000001,4
H004,2024-04-09,-0.7013749999999996,4
H004,2024-04-10,-0.5903749999999999,4
H004,2024-04-11,-0.7741250000000015,4
H004,2024-04-12,-0.741125000000002,4
H004,2024-04-13,-0.8011250000000008,4
H004,2024-04-14,-0.6491249999999997,4
H004,2024-04-15,-0.8056250000000009,4
H004,2024-04-16,-0.6648750000000003,4
H004,2024-04-17,-0.8166250000000002,4
H004,2024-04-18,-0.6971250000000007,4
H004,2024-04-19,-0.8363750000000003,4
H004,2024-04-20,-0.7018750000000011,4
H004,2024-04-21,-0.8186250000000008,4
H004,2024-04-22,-0.713375000000001,4
H004,2024-04-23,-0.7518750000000018,4
H004,2024-04-24,-0.6153749999999993,4
H004,2024-04-25,-0.8418749999999999,4
H004,2024-04-26,-0.7551250000000014,4
H004,2024-04-27,-0.8410000000000011,3
H004,2024-04-28,-0.7012499999999999,3
H004,2024-04-29,-0.8640000000000008,3
H004,2024-04-30,-0.808250000000001,3
H004,2024-05-01,-0.9060000000000024,3
H004,2024-05-02,-0.8381250000000016,4
H004,2024-05-03,-0.9846249999999994,4
H004,2024-05-04,-0.8778750000000013,4
H004,2024-05-05,-0.9521250000000023,4
H004,2024-05-06,-0.8653750000000002,4
H004,2024-05-07,-0.9763750000000009,4
H004,2024-05-08,-0.9028749999999999,4
H004,2024-05-09,-0.9098750000000013,4
H004,2024-05-10,-0.8788750000000007,4
H004,2024-05-11,-1.0480000000000018,3
H004,2024-05-12,-0.8571249999999999,4
H004,2024-05-13,-0.9553750000000001,4
H004,2024-05-14,-0.887125000000001,4
H004,2024-05-15,-0.9303749999999997,4
H004,2024-05-16,-0.8873750000000014,4
H004,2024-05-17,-0.9621250000000003,4
H004,2024-05-18,-0.8443750000000012,4
H004,2024-05-19,-0.8948749999999999,4
H004,2024-05-20,-0.8876250000000017,4
H004,2024-05-21,-0.9658750000000005,4
H004,2024-05-22,-0.9328749999999992,4
H004,2024-05-23,-1.0763750000000023,4
H004,2024-05-24,-0.9973750000000008,4
H004,2024-05-25,-1.1206250000000004,4
H004,2024-05-26,-1.0453750000000008,4
H004,2024-05-27,-1.2006250000000005,4
H004,2024-05-28,-1.0308750000000009,4
H004,2024-05-29,-1.145125000000002,4
H004,2024-05-30,-1.0993750000000002,4
H004,2024-05-31,-1.221375,4
H004,2024-06-01,-1.0866250000000006,4
H004,2024-06-02,-1.1961250000000003,4
H004,2024-06-03,-1.1061250000000005,4
H004,2024-06-04,-1.185625,4
H004,2024-06-05,-1.1223750000000017,4
H004,2024-06-06,-1.2813750000000006,4
H004,2024-06-07,-1.0838750000000026,4
H004,2024-06-08,-1.2016250000000008,4
H004,2024-06-09,-1.1803750000000015,4
H004,2024-06-10,-1.3016250000000014,4
H004,2024-06-11,-1.1871250000000018,4
H004,2024-06-12,-1.2918749999999992,4
H004,2024-06-13,-1.2023750000000017,4
H004,2024-06-14,-1.2793750000000017,4
H004,2024-06-15,-1.2886250000000015,4
H004,2024-06-16,-1.3148749999999998,4
H004,2024-06-17,-1.2757500000000004,3
H004,2024-06-18,-1.3218750000000004,4
H004,2024-06-19,-1.2678750000000019,4
H004,2024-06-20,-1.3858749999999986,4
H004,2024-06-21,-1.275125000000001,4
H004,2024-06-22,-1.232375000000001,4
H004,2024-06-23,-1.2041250000000012,4
H004,2024-06-24,-1.2656250000000009,4
H004,2024-06-25,-1.2401250000000008,4
H004,2024-06-26,-1.2691250000000016,4
H004,2024-06-27,-1.0587499999999999,3
H004,2024-06-28,-1.2813750000000006,4
H004,2024-06-29,-1.269375000000002,4
H004,2024-06-30,-1.3518750000000006,4
H004,2024-07-01,-1.2688750000000013,4
H004,2024-07-02,-1.1773749999999996,4
H004,2024-07-03,-1.2103750000000009,4
H004,2024-07-04,-1.3399999999999999,3
H004,2024-07-05,-1.1528749999999999,4
H004,2024-07-06,-1.2978750000000012,4
H004,2024-07-07,-1.232375000000001,4
H004,2024-07-08,-1.318125000000001,4
H004,2024-07-09,-1.2888750000000009,4
H004,2024-07-10,-1.2988750000000007,4
H004,2024-07-11,-1.2428749999999997,4
H004,2024-07-12,-1.3206250000000006,4
H004,2024-07-13,-1.2921250000000004,4
H004,2024-07-14,-1.3346250000000008,4
H004,2024-07-15,-1.278625,4
H004,2024-07-16,-1.354375000000001,4
H004,2024-07-17,-0.9706250000000001,4
H004,2024-07-18,-0.9901250000000017,4
H004,2024-07-19,-0.9113749999999996,4
H004,2024-07-20,-1.0113749999999992,4
H004,2024-07-21,-0.9501250000000017,4
H004,2024-07-22,-1.0051250000000014,4
H004,2024-07-23,-0.914625,4
H004,2024-07-24,-0.9776250000000015,4
H004,2024-07-25,-0.6675000000000004,3
H004,2024-07-26,-1.0135000000000005,4
H004,2024-07-27,-0.9616250000000015,4
H004,2024-07-28,-1.0398750000000003,4
H004,2024-07-29,-0.9676250000000008,4
H004,2024-07-30,-1.0481250000000006,4
H004,2024-07-31,-0.9421250000000008,4
H004,2024-08-01,-0.9666249999999996,2
H004,2024-08-02,-0.9026249999999996,2
H004,2024-08-03,-0.9548750000000004,2
H004,2024-08-04,-0.8851250000000004,2
H004,2024-08-05,-0.9523750000000009,2
H004,2024-08-06,-0.8596250000000012,2
H004,2024-08-07,-0.9331250000000004,2
H004,2024-08-08,-0.8003750000000025,2
H004,2024-08-09,-0.9033750000000005,2
H004,2024-08-10,-0.7818750000000012,2
H004,2024-08-11,-0.697375000000001,2
H004,2024-08-12,-0.6058749999999993,2
H004,2024-08-13,-0.5956250000000001,2
H004,2024-08-14,-0.5143749999999994,2
H004,2024-08-15,-0.4306250000000009,2
H004,2024-08-16,-0.3758750000000006,2
H004,2024-08-17,-0.4036250000000008,2
H004,2024-08-18,,1
H004,2024-08-19,-0.35612500000000047,2
H004,2024-08-20,,1
H004,2024-08-21,-0.287625000000002,2
H004,2024-08-22,-0.20287500000000058,2
H004,2024-08-23,-0.22387500000000138,2
H004,2024-08-24,-0.16837500000000016,2
H004,2024-08-25,-0.21337500000000098,2
H004,2024-08-26,-0.1386250000000011,2
H004,2024-08-27,-0.16962499999999991,2
H004,2024-08-28,-0.10112500000000146,2
H004,2024-08-29,-0.12262499999999932,2
H004,2024-08-30,-0.07287500000000158,2
H004,2024-08-31,-0.1068750000000005,2
H004,2024-09-01,-0.046375000000001165,2
H004,2024-09-02,-0.0703750000000003,2
H004,2024-09-03,-0.007625000000000881,2
H004,2024-09-04,-0.03437500000000071,2
H004,2024-09-05,0.04062499999999858,2
H004,2024-09-06,-0.015375000000000583,2
H004,2024-09-07,0.07962499999999917,2
H004,2024-09-08,0.058374999999999844,2
H004,2024-09-09,0.08637499999999854,2
H004,2024-09-10,0.10737500000000022,2
H004,2024-09-11,0.17587499999999867,2
H004,2024-09-12,0.2078749999999987,2
H004,2024-09-13,0.28737499999999727,2
H004,2024-09-14,0.29287499999999866,2
H004,2024-09-15,0.32187500000000036,2
H004,2024-09-16,0.31562499999999893,2
H004,2024-09-17,0.4343749999999984,2
H004,2024-09-18,0.4286249999999985,2
H004,2024-09-19,0.5166249999999986,2
H004,2024-09-20,0.48837499999999956,2
H004,2024-09-21,0.5543749999999985,2
H004,2024-09-22,0.6313749999999994,2
H004,2024-09-23,0.661624999999999,2
H004,2024-09-24,0.5813750000000004,2
H004,2024-09-25,0.6411249999999988,2
H004,2024-09-26,0.612874999999999,2
H004,2024-09-27,0.6096249999999985,2
H004,2024-09-28,0.5691249999999997,2
H004,2024-09-29,0.6401249999999994,2
H004,2024-09-30,0.6196249999999992,2
H004,2024-10-01,0.6686249999999996,2
H004,2024-10-02,0.6258749999999988,2
H004,2024-10-03,0.6748750000000001,2
H004,2024-10-04,0.6226249999999993,2
H004,2024-10-05,0.6873749999999994,2
H004,2024-10-06,0.6606249999999996,2
H004,2024-10-07,0.7276249999999997,2
H004,2024-10-08,0.7028750000000006,2
H004,2024-10-09,0.7178749999999976,2
H004,2024-10-10,0.5913749999999993,2
H004,2024-10-11,0.6593749999999989,2
H004,2024-10-12,0.551124999999999,2
H004,2024-10-13,0.6701249999999987,2
H004,2024-10-14,0.567874999999999,2
H004,2024-10-15,0.6688749999999981,2
H004,2024-10-16,0.5626250000000006,2
H004,2024-10-17,0.6571250000000006,2
H004,2024-10-18,0.23199999999999932,3
H004,2024-10-19,0.48137499999999944,4
H004,2024-10-20,0.6229999999999998,3
H004,2024-10-21,0.3894999999999986,4
H004,2024-10-22,0.6449999999999996,3
H004,2024-10-23,0.4211249999999991,4
H004,2024-10-24,0.2989999999999995,4
H004,2024-10-25,0.3713749999999991,4
H004,2024-10-26,0.3166250000000004,4
H004,2024-10-27,0.2472499999999993,3
H004,2024-10-28,0.051499999999997215,3
H004,2024-10-29,0.3171250000000001,4
H004,2024-10-30,0.29300000000000037,4
H004,2024-10-31,0.3083749999999992,4
H004,2024-11-01,0.24237499999999956,4
H004,2024-11-02,0.3463749999999992,4
H004,2024-11-03,0.2723749999999998,4
H004,2024-11-04,0.4974999999999996,3
H004,2024-11-05,0.20537499999999964,4
H004,2024-11-06,0.19024999999999892,3
H004,2024-11-07,0.3328749999999998,4
H004,2024-11-08,0.38137499999999935,4
H004,2024-11-09,0.24837499999999935,4
H004,2024-11-10,0.38137499999999913,4
H004,2024-11-11,0.2736249999999991,4
H004,2024-11-12,0.3721249999999998,4
H004,2024-11-13,0.2743749999999998,4
H004,2024-11-14,0.21424999999999983,3
H004,2024-11-15,0.29562499999999936,4
H004,2024-11-16,0.37737499999999913,4
H004,2024-11-17,0.28112499999999985,4
H004,2024-11-18,0.41912499999999886,4
H004,2024-11-19,0.35237499999999855,4
H004,2024-11-20,0.5414999999999996,3
H004,2024-11-21,0.31887499999999935,4
H004,2024-11-22,0.5024999999999995,3
H004,2024-11-23,0.3766249999999993,4
H004,2024-11-24,0.40762499999999946,4
H004,2024-11-25,0.31287499999999957,4
H004,2024-11-26,0.37537499999999935,4
H004,2024-11-27,0.2801249999999993,4
H004,2024-11-28,0.34737499999999955,4
H004,2024-11-29,0.24412499999999948,4
H004,2024-11-30,0.34912499999999946,4
H004,2024-12-01,0.25112499999999915,4
H004,2024-12-02,0.3418749999999995,4
H004,2024-12-03,0.21287499999999948,4
H004,2024-12-04,0.30862499999999904,4
H004,2024-12-05,0.20487499999999925,4
H004,2024-12-06,0.24662499999999987,4
H004,2024-12-07,0.19962499999999972,4
H004,2024-12-08,0.26087499999999997,4
H004,2024-12-09,0.19837499999999997,4
H004,2024-12-10,0.3266249999999997,4
H004,2024-12-11,0.22437499999999955,4
H004,2024-12-12,0.32437499999999897,4
H004,2024-12-13,-0.18175000000000097,3
H004,2024-12-14,0.13175000000000026,3
H004,2024-12-15,0.18712499999999932,4
H004,2024-12-16,0.2156249999999993,4
H004,2024-12-17,0.19512499999999933,4
H004,2024-12-18,0.31337499999999907,4
H004,2024-12-19,0.2036249999999995,4
H004,2024-12-20,0.21537499999999943,4
H004,2024-12-21,0.4514999999999998,3
H004,2024-12-22,0.29587499999999944,4
H004,2024-12-23,0.16337499999999938,4
H004,2024-12-24,0.43049999999999944,3
H004,2024-12-25,0.41649999999999965,3
H004,2024-12-26,0.47262499999999896,2
H004,2024-12-27,0.41849999999999987,3
H004,2024-12-28,0.583124999999999,2
H004,2024-12-29,0.4606249999999985,2
H004,2024-12-30,0.5703749999999985,2
H004,2024-12-31,0.6059999999999999,3
H004,2025-01-01,0.44187499999999935,4
H004,2025-01-02,0.3498749999999997,4
H004,2025-01-03,0.46162499999999973,4
H004,2025-01-04,0.3788750000000003,4
H004,2025-01-05,0.4733750000000003,4
H004,2025-01-06,0.37387499999999996,4
H004,2025-01-07,0.46987499999999915,4
H004,2025-01-08,0.37787499999999996,4
H004,2025-01-09,0.4638749999999989,4
H004,2025-01-10,0.35637500000000033,4
H004,2025-01-11,0.47487499999999994,4
H004,2025-01-12,0.3928749999999992,4
H004,2025-01-13,0.4703749999999991,4
H004,2025-01-14,0.3788749999999992,4
H004,2025-01-15,0.45812499999999967,4
H004,2025-01-16,0.366625,4
H004,2025-01-17,0.47337499999999877,4
H004,2025-01-18,0.3888749999999992,4
H004,2025-01-19,0.48712499999999936,4
H004,2025-01-20,0.37987499999999996,4
H004,2025-01-21,0.48062499999999897,4
H004,2025-01-22,0.3713749999999991,4
H004,2025-01-23,0.4761249999999997,4
H004,2025-01-24,0.5431249999999994,4
H004,2025-01-25,0.5818749999999993,4
H004,2025-01-26,0.7343749999999982,2
H004,2025-01-27,0.7931249999999981,2
H004,2025-01-28,0.4261249999999992,4
H004,2025-01-29,0.5056249999999993,4
H004,2025-01-30,0.5246249999999999,4
H004,2025-01-31,0.7788749999999993,2
H004,2025-02-01,0.7581249999999997,2
H004,2025-02-02,0.4712499999999995,3
H004,2025-02-03,0.5191249999999992,4
H004,2025-02-04,0.5673749999999995,4
H004,2025-02-05,0.5351249999999999,4
H004,2025-02-06,0.5563750000000001,4
H004,2025-02-07,0.5278750000000001,4
H004,2025-02-08,0.5328749999999989,4
H004,2025-02-09,0.40287499999999987,4
H004,2025-02-10,0.5003749999999996,4
H004,2025-02-11,0.32837499999999964,4
H004,2025-02-12,0.40887499999999966,4
H004,2025-02-13,0.2881249999999995,4
H004,2025-02-14,0.322875,4
H004,2025-02-15,0.2716249999999989,4
H004,2025-02-16,0.38012499999999916,4
H004,2025-02-17,0.2198749999999996,4
H004,2025-02-18,0.3351249999999997,4
H004,2025-02-19,0.2568749999999995,4
H004,2025-02-20,0.25624999999999787,3
H004,2025-02-21,0.16137499999999894,4
H004,2025-02-22,0.6088749999999994,2
H004,2025-02-23,0.5506249999999993,2
H004,2025-02-24,0.4314999999999998,3
H004,2025-02-25,0.4314999999999998,3
H004,2025-02-26,0.3774999999999995,3
H004,2025-02-27,0.1876249999999997,4
H004,2025-02-28,0.30762499999999937,4
H004,2025-03-01,0.2068749999999997,4
H004,2025-03-02,0.3211250000000001,4
H004,2025-03-03,0.20737499999999942,4
H004,2025-03-04,0.28812499999999974,4
H004,2025-03-05,0.16187499999999888,4
H004,2025-03-06,0.23762499999999998,4
H004,2025-03-07,0.1408749999999992,4
H004,2025-03-08,0.21037499999999976,4
H004,2025-03-09,0.0923750000000001,4
H004,2025-03-10,0.11412500000000003,4
H004,2025-03-11,0.06937499999999952,4
H004,2025-03-12,0.22362499999999974,4
H004,2025-03-13,0.21262499999999918,4
H004,2025-03-14,0.1891250000000002,4
H004,2025-03-15,0.08837499999999965,4
H004,2025-03-16,0.15337500000000004,4
H004,2025-03-17,0.07062499999999905,4
H004,2025-03-18,0.13737500000000002,4
H004,2025-03-19,0.04637499999999983,4
H004,2025-03-20,0.12712499999999993,4
H004,2025-03-21,0.10137499999999999,4
H004,2025-03-22,0.19287499999999946,4
H004,2025-03-23,0.09162499999999962,4
H004,2025-03-24,0.15437499999999926,4
H004,2025-03-25,0.09262499999999974,4
H004,2025-03-26,0.13337499999999958,4
H004,2025-03-27,0.07387499999999969,4
H004,2025-03-28,-0.015625000000000888,4
H004,2025-03-29,-0.011125000000001162,4
H004,2025-03-30,0.003875000000000073,4
H004,2025-03-31,-0.02012499999999995,4
H004,2025-04-01,0.006124999999999936,4
H004,2025-04-02,-0.07237500000000074,4
H004,2025-04-03,-0.017375000000000584,4
H004,2025-04-04,-0.10537500000000066,4
H004,2025-04-05,-0.01612500000000061,4
H004,2025-04-06,-0.056375000000000064,4
H004,2025-04-07,0.054999999999999716,3
H004,2025-04-08,-0.13312500000000038,4
H004,2025-04-09,-0.674250000000002,2
H004,2025-04-10,-0.34224999999999994,3
H004,2025-04-11,-0.051375000000000615,4
H004,2025-04-12,-0.05712500000000098,4
H004,2025-04-13,-0.06862500000000082,4
H004,2025-04-14,-0.06312500000000121,4
H004,2025-04-15,-0.07262500000000105,4
H004,2025-04-16,-0.08837500000000009,4
H004,2025-04-17,-0.041625000000000245,4
H004,2025-04-18,-0.09712500000000013,4
H004,2025-04-19,-0.031625000000000236,4
H004,2025-04-20,-0.0628750000000009,4
H004,2025-04-21,-0.2682500000000019,3
H004,2025-04-22,-0.17187500000000044,4
H004,2025-04-23,-0.07062500000000038,4
H004,2025-04-24,-0.13287500000000074,4
H004,2025-04-25,0.809124999999999,2
H004,2025-04-26,-0.333750000000002,3
H004,2025-04-27,-0.12912500000000038,4
H004,2025-04-28,-0.06300000000000061,3
H004,2025-04-29,-0.06950000000000056,3
H004,2025-04-30,-0.07250000000000068,3
H004,2025-05-01,-0.06950000000000056,3
H004,2025-05-02,-0.18212500000000054,2
H004,2025-05-03,0.03149999999999986,3
H004,2025-05-04,0.8421250000000002,2
H004,2025-05-05,0.8666249999999991,2
H004,2025-05-06,-0.11612500000000026,4
H004,2025-05-07,-0.052625000000000144,4
H004,2025-05-08,-0.07750000000000057,3
H004,2025-05-09,0.03824999999999967,3
H004,2025-05-10,-0.09550000000000036,3
H004,2025-05-11,-0.07874999999999943,3
H004,2025-05-12,0.8086249999999993,2
H004,2025-05-13,-0.09662500000000063,4
H004,2025-05-14,-0.08000000000000007,3
H004,2025-05-15,-0.07050000000000045,3
H004,2025-05-16,0.06599999999999895,2
H004,2025-05-17,,1
H004,2025-05-18,-0.08250000000000046,3
H004,2025-05-19,-0.10150000000000059,3
H004,2025-05-20,-0.10750000000000037,3
H004,2025-05-21,-0.11850000000000005,3
H004,2025-05-22,-0.11650000000000027,3
H004,2025-05-23,-0.1265000000000005,3
H004,2025-05-24,-0.14650000000000052,3
H004,2025-05-25,-0.10800000000000054,3
H004,2025-05-26,-0.07000000000000028,3
H004,2025-05-27,-0.0365000000000002,3
H004,2025-05-28,-0.040000000000000036,3
H004,2025-05-29,-0.03850000000000042,3
H004,2025-05-30,-0.04150000000000009,3
H004,2025-05-31,-0.05750000000000011,3
H004,2025-06-01,-0.07400000000000029,3
H004,2025-06-02,-0.07550000000000034,3
H004,2025-06-03,-0.09100000000000019,3
H004,2025-06-04,-0.10800000000000054,3
H004,2025-06-05,-0.12450000000000028,3
H004,2025-06-06,0.8864999999999994,2
H004,2025-06-07,0.8679999999999994,2
H004,2025-06-08,0.8577499999999993,2
H004,2025-06-09,0.8389999999999995,2
H004,2025-06-10,0.8257500000000002,2
H004,2025-06-11,0.8154999999999992,2
H004,2025-06-12,0.7977499999999997,2
H004,2025-06-13,0.7889999999999993,2
H004,2025-06-14,-0.24849999999999994,3
H004,2025-06-15,0.8019999999999987,2
H004,2025-06-16,0.810249999999999,2
H004,2025-06-17,0.8052499999999987,2
H004,2025-06-18,0.8187499999999996,2
H004,2025-06-20,0.8212499999999991,2
H004,2025-06-21,0.8177499999999993,2
H004,2025-06-22,0.8224999999999998,2
H004,2025-06-23,,1
H004,2025-06-24,0.8497499999999998,2
H004,2025-06-25,,1
H004,2025-06-26,0.8312499999999989,2
H004,2025-06-27,0.8204999999999991,2
H004,2025-06-28,0.8209999999999997,2
H004,2025-06-29,0.8307499999999992,2
H004,2025-06-30,0.8287499999999994,2
H004,2025-07-01,0.8277499999999991,2
H004,2025-07-02,0.8289999999999993,2
H004,2025-07-03,0.8174999999999999,2
H004,2025-07-05,0.8269999999999995,2
H004,2025-07-06,,1
H004,2025-07-07,,1
H004,2025-07-08,,1
H004,2025-07-09,,1
H004,2025-07-10,,1
H004,2025-07-11,,1
H004,2025-07-12,,1
H004,2025-07-13,,1
H004,2025-07-14,,1
H004,2025-07-15,,1
H004,2025-07-16,,1
H004,2025-07-20,,1
H004,2025-07-21,,1
H004,2025-07-23,,1
H004,2025-07-24,,1
H004,2025-07-27,,1
H004,2025-07-29,,1
H004,2025-07-30,,1
H004,2025-07-31,,1
H004,2025-08-01,,1
H004,2025-08-02,,1
H004,2025-08-03,,1
H004,2025-08-04,,1
H004,2025-08-05,,1
H004,2025-08-06,,1
H004,2025-08-07,,1
H004,2025-08-08,,1
H004,2025-08-09,,1
H004,2025-08-10,,1
H004,2025-08-11,,1
H004,2025-08-13,,1
H004,2025-08-18,,1
H004,2025-08-20,,1
H004,2025-08-21,,1
H004,2025-08-22,,1
H004,2025-08-23,,1
H004,2025-08-24,,1
H004,2025-08-25,,1
H004,2025-08-27,,1
H004,2025-08-28,,1
H004,2025-09-01,,1
H004,2025-09-02,,1
H004,2025-09-03,,1
H004,2025-09-04,,1
H004,2025-09-05,,1
H004,2025-09-06,,1
H004,2025-09-07,,1
H004,2025-09-08,,1
H004,2025-09-09,,1
H004,2025-09-10,,1
H004,2025-09-11,,1
H004,2025-09-12,,1
H004,2025-09-13,,1
H004,2025-09-14,,1
H004,2025-09-15,,1
H004,2025-09-16,,1
H004,2025-09-17,,1
H004,2025-09-18,,1
H004,2025-09-20,,1
H004,2025-09-21,,1
H004,2025-09-24,,1
H004,2025-09-25,,1
